CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Location 1
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,,KEENE,NH,03431,CHESHIRE,(603) 354-5400,1,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"580 COURT STREET KEENE, NH 03431 (42.949854, -72.290725)"
150082,DEACONESS HOSPITAL INC,600 MARY ST,,EVANSVILLE,IN,47747,VANDERBURGH,(812) 450-5000,5,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"600 MARY ST EVANSVILLE, IN 47747 (37.983147, -87.570729)"
180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,,WINCHESTER,KY,40391,CLARK,(859) 737-8559,4,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"175 HOSPITAL DRIVE WINCHESTER, KY 40391 (38.010511, -84.21459)"
390008,ELLWOOD CITY MEDICAL CENTER,724 PERSHING STREET,,ELLWOOD CITY,PA,16117,LAWRENCE,(724) 752-0081,3,S_004_01_PPR_PD_OBS_READM,4,,10/01/2016,09/30/2018,"724 PERSHING STREET ELLWOOD CITY, PA 16117 (40.869349, -80.274479)"
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-1313,5,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1721 S STEPHENSON AVE IRON MOUNTAIN, MI 49801 (45.808572, -88.044268)"
450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,,EL CAMPO,TX,77437,WHARTON,(979) 578-5251,6,S_005_01_DTC_VOLUME,78,,10/01/2016,09/30/2018,"303 SANDY CORNER RD EL CAMPO, TX 77437 (29.219122, -96.289576)"
362028,LIFE CARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,,MIAMISBURG,OH,45342,MONTGOMERY,(937) 384-8300,5,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"4000 MIAMISBURG-CENTERVILLE ROAD MIAMISBURG, OH 45342 (39.63982, -84.25126)"
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,,DERIDDER,LA,70634,BEAUREGARD,(337) 462-7100,6,S_005_01_DTC_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"600 S PINE STREET DERIDDER, LA 70634 (30.84195, -93.289056)"
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,,EUPORA,MS,39744,WEBSTER,(662) 258-6221,4,S_004_01_PPR_PD_VOLUME,365,,10/01/2016,09/30/2018,"70 MEDICAL PLAZA EUPORA, MS 39744 (33.534736, -89.266943)"
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,,SANDERSVILLE,GA,31082,WASHINGTON,(478) 240-2100,4,S_004_01_PPR_PD_OBS,3.80,,10/01/2016,09/30/2018,"610 SPARTA ROAD SANDERSVILLE, GA 31082 (32.996817, -82.805042)"
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,,EMPORIA,VA,23847,EMPORIA CITY,(434) 348-4400,3,S_005_01_DTC_NUMBER,Not Available,9,10/01/2016,09/30/2018,"727 NORTH MAIN STREET EMPORIA, VA 23847 (36.701568, -77.535985)"
160040,MERCYONE CEDAR FALLS MEDICAL CENTER,515 COLLEGE STREET,,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,7,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"515 COLLEGE STREET CEDAR FALLS, IA 50613 (42.533922, -92.455969)"
200020,YORK HOSPITAL,15 HOSPITAL DRIVE,,YORK,ME,03909,YORK,(207) 363-4321,1,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"15 HOSPITAL DRIVE YORK, ME 03909 (43.142799, -70.651094)"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",,SELLS,AZ,85634,PIMA,(520) 362-7003,9,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,
190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,,RAYVILLE,LA,71269,RICHLAND,(318) 728-4181,6,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"254 HIGHWAY 3048 RAYVILLE, LA 71269 (32.463973, -91.747879)"
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,,BAY CITY,TX,77414,MATAGORDA,(979) 245-6383,6,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"104 7TH STREET BAY CITY, TX 77414 (28.982805, -95.99129)"
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,9,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"751 SOUTH BASCOM AVENUE SAN JOSE, CA 95128 (37.313702, -121.931888)"
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,300 WILSON STREET,,HENDERSON,TX,75652,RUSK,(903) 657-7541,6,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"300 WILSON STREET HENDERSON, TX 75652 (32.161614, -94.796433)"
250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,,WATER VALLEY,MS,38965,YALOBUSHA,(662) 473-1411,4,S_005_01_DTC_VOLUME,323,,10/01/2016,09/30/2018,"630 SOUTH MAIN STREET WATER VALLEY, MS 38965 (34.1307, -89.641013)"
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,,LAMESA,TX,79331,DAWSON,(806) 872-2183,6,S_005_01_DTC_NUMBER,Not Available,9,10/01/2016,09/30/2018,"2200 N BRYAN AVE LAMESA, TX 79331 (32.750279, -101.96647)"
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,,SAN FIDEL,NM,87049,CIBOLA,(505) 552-5300,6,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 NORTH,,SHELBYVILLE,TN,37160,BEDFORD,(931) 685-5433,4,S_005_01_DTC_NUMBER,Not Available,1,10/01/2016,09/30/2018,"2835 HWY 231 NORTH SHELBYVILLE, TN 37160 (35.563218, -86.446372)"
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,,ASHLAND,AL,36251,CLAY,(256) 354-2131,4,S_002_01_DENOMINATOR,40,,07/01/2018,06/30/2019,"83825 HIGHWAY 9    P O BOX 1270 ASHLAND, AL 36251 (33.276548, -85.823789)"
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,,CORBIN,KY,40701,KNOX,(606) 528-1212,4,S_005_01_DTC_VOLUME,94,,10/01/2016,09/30/2018,
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,,TIFFIN,OH,44883,SENECA,(419) 455-7000,5,S_005_01_DTC_NUMBER,Not Available,1,10/01/2016,09/30/2018,"45 ST LAWRENCE DRIVE TIFFIN, OH 44883 (41.105138, -83.217094)"
370183,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,,HENRYETTA,OK,74437,OKMULGEE,(918) 650-1511,6,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"2401 W MAIN HENRYETTA, OK 74437 (35.439738, -96.015496)"
110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,,CORDELE,GA,31015,CRISP,(229) 276-3100,4,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"902 7TH STREET NORTH CORDELE, GA 31015 (31.977515, -83.782846)"
040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,,STUTTGART,AR,72160,ARKANSAS,(870) 673-3511,6,S_005_01_DTC_NUMBER,30,,10/01/2016,09/30/2018,"1703 NORTH BUERKLE ST STUTTGART, AR 72160 (34.517773, -91.557572)"
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,,HEREFORD,TX,79045,DEAF SMITH,(806) 364-2141,6,S_004_01_PPR_PD_RSRR,7.17,,10/01/2016,09/30/2018,"801 EAST THIRD HEREFORD, TX 79045 (34.821162, -102.3902)"
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,,MAYSVILLE,KY,41056,MASON,(606) 759-5311,4,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"989 MEDICAL PARK DRIVE MAYSVILLE, KY 41056 (38.639572, -83.808804)"
010036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,,ANDALUSIA,AL,36420,COVINGTON,(334) 222-8466,4,S_013_01_DENOMINATOR,5,13,07/01/2018,06/30/2019,"849 SOUTH THREE NOTCH STREET ANDALUSIA, AL 36420 (31.297462, -86.495599)"
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,409 COTTAGE RD,,CARTHAGE,TX,75633,PANOLA,(093) 693-3841,6,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"409 COTTAGE RD CARTHAGE, TX 75633 (32.167126, -94.346039)"
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,,WORTHINGTON,MN,56187,NOBLES,(507) 372-3110,5,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"1018 SIXTH AVENUE PO BOX 997 WORTHINGTON, MN 56187 (43.621858, -95.599179)"
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,,HEREFORD,TX,79045,DEAF SMITH,(806) 364-2141,6,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018,"801 EAST THIRD HEREFORD, TX 79045 (34.821162, -102.3902)"
230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,,THREE RIVERS,MI,49093,ST. JOSEPH,(269) 273-9602,5,S_004_01_PPR_PD_VOLUME,15,,10/01/2016,09/30/2018,"701 S HEALTH PARKWAY THREE RIVERS, MI 49093 (41.934946, -85.647048)"
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 NORTH,,SHELBYVILLE,TN,37160,BEDFORD,(931) 685-5433,4,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"2835 HWY 231 NORTH SHELBYVILLE, TN 37160 (35.563218, -86.446372)"
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,,JESUP,GA,31545,WAYNE,(912) 530-3302,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"865 SOUTH FIRST STREET JESUP, GA 31545 (31.602952, -81.899094)"
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,,PAMPA,TX,79065,GRAY,(806) 665-3721,6,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"1 MEDICAL PLAZA PAMPA, TX 79065 (35.656991, -101.407964)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,,BRIGHAM CITY,UT,84302,BOX ELDER,(435) 734-9471,8,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"950 SOUTH MEDICAL DRIVE BRIGHAM CITY, UT 84302 (41.49107, -112.024441)"
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,,COLUSA,CA,95932,COLUSA,(530) 619-0800,9,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"199 E WEBSTER STREET COLUSA, CA 95932 (39.207286, -121.999974)"
040019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,,FORREST CITY,AR,72335,ST. FRANCIS,(870) 261-0000,6,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,"1601 NEWCASTLE ROAD FORREST CITY, AR 72335 (35.039275, -90.771894)"
380001,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,,THE DALLES,OR,97058,WASCO,(541) 296-1111,10,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"1700 E 19TH STREET THE DALLES, OR 97058 (45.587948, -121.16547)"
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,,ONTARIO,OR,97914,MALHEUR,(541) 881-7000,10,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"351 SW 9TH STREET ONTARIO, OR 97914 (44.025448, -116.975133)"
430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,,PIERRE,SD,57501,HUGHES,(605) 224-3100,8,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"801 E SIOUX PIERRE, SD 57501 (44.361268, -100.342235)"
040015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,,MENA,AR,71953,POLK,(479) 394-6100,6,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,"311 NORTH MORROW STREET MENA, AR 71953 (34.588386, -94.221383)"
100313,ASCENSION SACRED HEART GULF,3801 E HWY 98,,PORT SAINT JOE,FL,32456,GULF,(850) 229-5600,4,S_013_01_NUMERATOR,Not Available,9,07/01/2018,06/30/2019,"3801 E HWY 98 PORT SAINT JOE, FL 32456 (29.776562, -85.287605)"
100313,ASCENSION SACRED HEART GULF,3801 E HWY 98,,PORT SAINT JOE,FL,32456,GULF,(850) 229-5600,4,S_005_01_DTC_VOLUME,50,,10/01/2016,09/30/2018,"3801 E HWY 98 PORT SAINT JOE, FL 32456 (29.776562, -85.287605)"
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,,WARRENSBURG,MO,64093,JOHNSON,(660) 747-2500,7,S_004_01_PPR_PD_OBS,8.57,,10/01/2016,09/30/2018,"403 BURKARTH ROAD WARRENSBURG, MO 64093 (38.766474, -93.723701)"
170120,LABETTE HEALTH,1902 SOUTH US HWY 59,,PARSONS,KS,67357,LABETTE,(620) 421-4880,7,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"1902 SOUTH US HWY 59 PARSONS, KS 67357 (37.322012, -95.266593)"
110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",,MONTEZUMA,GA,31063,MACON,(478) 472-3100,4,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018,"509 SUMTER STREET, BOX 770 MONTEZUMA, GA 31063 (32.295415, -84.030228)"
160040,MERCYONE CEDAR FALLS MEDICAL CENTER,515 COLLEGE STREET,,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,7,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"515 COLLEGE STREET CEDAR FALLS, IA 50613 (42.533922, -92.455969)"
170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,,NEWTON,KS,67114,HARVEY,(316) 283-2700,7,S_001_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"600 MEDICAL CENTER DRIVE NEWTON, KS 67114 (38.023034, -97.33654)"
452062,PAM SPECIALTY HOSPITAL OF LULING,200 MEMORIAL DRIVE,,LULING,TX,78648,CALDWELL,(803) 875-8400,6,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"200 MEMORIAL DRIVE LULING, TX 78648 (29.674336, -97.654284)"
370041,BRISTOW MEDICAL CENTER,700 W. 7TH STREET,,BRISTOW,OK,74010,CREEK,(918) 367-2215,6,S_004_01_PPR_PD_OBS_READM,Not Available,9,10/01/2016,09/30/2018,"700 W. 7TH STREET BRISTOW, OK 74010 (35.833838, -96.400714)"
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,,MACOMB,IL,61455,MCDONOUGH,(309) 833-4101,5,S_005_01_DTC_NUMBER,77,,10/01/2016,09/30/2018,"525 EAST GRANT STREET MACOMB, IL 61455 (40.447907, -90.66403)"
370020,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,,ADA,OK,74820,PONTOTOC,(580) 332-2323,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"430 NORTH MONTE VISTA ADA, OK 74820 (34.778068, -96.634813)"
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,,SOUTH HILL,VA,23970,MECKLENBURG,(434) 447-3151,3,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"1755 NORTH MECKLENBURG AVENUE SOUTH HILL, VA 23970 (36.747656, -78.104106)"
010150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 L V STABLER DRIVE,,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,4,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"29 L V STABLER DRIVE GREENVILLE, AL 36037 (31.82945, -86.64586)"
160008,UNITYPOINT HEALTH - KEOKUK,1600 MORGAN STREET,,KEOKUK,IA,52632,LEE,(319) 524-7150,7,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1600 MORGAN STREET KEOKUK, IA 52632 (40.406952, -91.388116)"
190140,FRANKLIN MEDICAL CENTER,2106 LOOP ROAD,,WINNSBORO,LA,71295,FRANKLIN,(318) 435-9411,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"2106 LOOP ROAD WINNSBORO, LA 71295 (32.15888, -91.705234)"
170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,,NEWTON,KS,67114,HARVEY,(316) 283-2700,7,S_005_01_DTC_VOLUME,9,,10/01/2016,09/30/2018,"600 MEDICAL CENTER DRIVE NEWTON, KS 67114 (38.023034, -97.33654)"
370083,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,510 EAST MAIN STREET,,ANTLERS,OK,74523,PUSHMATAHA,(580) 298-3341,6,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"510 EAST MAIN STREET ANTLERS, OK 74523 (34.231717, -95.615603)"
390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,,HONESDALE,PA,18431,WAYNE,(570) 253-8100,3,S_005_01_DTC_RS_RATE_2_5,69.81,,10/01/2016,09/30/2018,"601 PARK STREET HONESDALE, PA 18431 (41.576284, -75.259796)"
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,,THOMASTON,GA,30286,UPSON,(706) 647-8111,4,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)"
390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,,SUNBURY,PA,17801,NORTHUMBERLAND,(570) 286-3333,3,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"350 NORTH 11TH STREET SUNBURY, PA 17801 (40.862243, -76.778268)"
010022,FLOYD CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,,CENTRE,AL,35960,CHEROKEE,(256) 927-5531,4,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018,"400 NORTHWOOD DR CENTRE, AL 35960 (34.162761, -85.65142)"
102020,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,1554 SURGEONS DR,,TALLAHASSEE,FL,32308,LEON,(850) 219-6800,4,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"1554 SURGEONS DR TALLAHASSEE, FL 32308 (30.459786, -84.255223)"
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,,MOCKSVILLE,NC,27028,DAVIE,(336) 751-8100,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"223 HOSPITAL STREET MOCKSVILLE, NC 27028 (35.90001, -80.570097)"
110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,,PERRY,GA,31069,HOUSTON,(478) 987-3600,4,S_005_01_DTC_VOLUME,149,,10/01/2016,09/30/2018,"1120 MORNINGSIDE DR PERRY, GA 31069 (32.459475, -83.711227)"
100118,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PKWY,,PALM COAST,FL,32164,FLAGLER,(386) 586-2000,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"60 MEMORIAL MEDICAL PKWY PALM COAST, FL 32164 (29.478987, -81.190089)"
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,,MAYSVILLE,KY,41056,MASON,(606) 759-5311,4,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"989 MEDICAL PARK DRIVE MAYSVILLE, KY 41056 (38.639572, -83.808804)"
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,,DEL RIO,TX,78840,VAL VERDE,(830) 775-8566,6,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"801 BEDELL AVE DEL RIO, TX 78840 (29.374425, -100.893034)"
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD,,BATON ROUGE,LA,70806,EAST BATON ROUGE,(225) 387-7767,6,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"3600 FLORIDA BLVD BATON ROUGE, LA 70806 (30.450336, -91.154638)"
100118,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PKWY,,PALM COAST,FL,32164,FLAGLER,(386) 586-2000,4,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"60 MEMORIAL MEDICAL PKWY PALM COAST, FL 32164 (29.478987, -81.190089)"
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,,ARCATA,CA,95521,HUMBOLDT,(707) 822-3621,9,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,"3800 JANES RD ARCATA, CA 95521 (40.903309, -124.090847)"
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,7,S_002_01_OBS_RATE,0.0,,07/01/2018,06/30/2019,"1515 UNION AVE MOBERLY, MO 65270 (39.423879, -92.414216)"
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,,LEVELLAND,TX,79336,HOCKLEY,(806) 894-4963,6,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"1900 COLLEGE AVE LEVELLAND, TX 79336 (33.573273, -102.367755)"
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,,PARIS,KY,40361,BOURBON,(859) 987-3600,4,S_005_01_DTC_RS_RATE_2_5,Not Available,9,10/01/2016,09/30/2018,"9 LINVILLE DRIVE PARIS, KY 40361 (38.220655, -84.238896)"
100051,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,,CLERMONT,FL,34711,LAKE,(352) 394-4071,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"1900 DON WICKHAM DR CLERMONT, FL 34711 (28.551178, -81.723415)"
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,,MARION,KY,42064,CRITTENDEN,(270) 965-1001,4,S_004_01_PPR_PD_RSRR_2_5,6.62,,10/01/2016,09/30/2018,"520 WEST GUM STREET MARION, KY 42064 (37.329616, -88.091945)"
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,,LACONIA,NH,03246,BELKNAP,(603) 524-3211,1,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"80 HIGHLAND ST LACONIA, NH 03246 (43.528103, -71.460771)"
450219,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,,LLANO,TX,78643,LLANO,(325) 247-5040,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"200 W OLLIE LLANO, TX 78643 (30.743345, -98.677996)"
370183,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,,HENRYETTA,OK,74437,OKMULGEE,(918) 650-1511,6,S_004_01_PPR_PD_VOLUME,22,,10/01/2016,09/30/2018,"2401 W MAIN HENRYETTA, OK 74437 (35.439738, -96.015496)"
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,,CLINTON,MO,64735,HENRY,(660) 885-5511,7,S_005_01_DTC_NUMBER,Not Available,9,10/01/2016,09/30/2018,"1600 N 2ND ST CLINTON, MO 64735 (38.391389, -93.770506)"
230118,MCLAREN THUMB REGION,1100 S VAN DYKE RD,,BAD AXE,MI,48413,HURON,(989) 269-9521,5,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1100 S VAN DYKE RD BAD AXE, MI 48413 (43.802234, -83.030815)"
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,,VARNVILLE,SC,29944,HAMPTON,(803) 943-2771,4,S_001_01_DENOMINATOR,15,,07/01/2018,06/30/2019,"595 WEST CAROLINA AVENUE VARNVILLE, SC 29944 (32.855258, -81.087692)"
260004,COOPER COUNTY COMMUNITY HOSPITAL,17651 B HWY,,BOONVILLE,MO,65233,COOPER,(660) 882-4100,7,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"17651 B HWY BOONVILLE, MO 65233 (38.943533, -92.742075)"
190145,LASALLE GENERAL HOSPITAL,187 NINTH ST/HWY 84 WEST,,JENA,LA,71342,LASALLE,(318) 992-9200,6,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,
050296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,,HOLLISTER,CA,95023,SAN BENITO,(831) 637-5711,9,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"911 SUNSET DRIVE HOLLISTER, CA 95023 (36.835122, -121.38662)"
200050,NORTHERN LIGHT MAINE COAST HOSPITAL,50 UNION STREET,,ELLSWORTH,ME,04605,HANCOCK,(207) 667-5311,1,S_005_01_DTC_NUMBER,88,,10/01/2016,09/30/2018,"50 UNION STREET ELLSWORTH, ME 04605 (44.546574, -68.415526)"
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,,MOULTRIE,GA,31768,COLQUITT,(229) 985-3420,4,S_005_01_DTC_RS_RATE _97_5,81.61,,10/01/2016,09/30/2018,"3131 THOMASVILLE HWY BOX 40 MOULTRIE, GA 31768 (31.126747, -83.782918)"
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,,SEYMOUR,TX,76380,BAYLOR,(940) 889-5572,6,S_004_01_PPR_PD_OBS,3.51,,10/01/2016,09/30/2018,"200 STADIUM DRIVE SEYMOUR, TX 76380 (33.589788, -99.247697)"
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,,ALTOONA,WI,54720,EAU CLAIRE,(715) 831-8130,5,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1000 OAKLEAF WAY ALTOONA, WI 54720 (44.815002, -91.451764)"
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,,ARTESIA,NM,88210,EDDY,(575) 748-3333,6,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,"702 N 13TH STREET ARTESIA, NM 88210 (32.848603, -104.412752)"
